,Name ,Vol. ,Place ,Date ,Reference ,Relationships ,Uncial,Isopsephy
6918,?????? ,V6,Dh?b?n,imperial,"SEG VII 1156, 1",child of ??????,?????? ,483
6919,??????? ,V6,,100-600,AAES_III 373; ,child of ????????,??????? ,493
6920,????????? ,V6,Damatha,imperial,IGLS_XV_2 321; ,,????????? ,453
6921,??????? ,V6,Eboda,P3-4A,"INegev 4, 7; (SEG XXVIII 1372)",,??????? ,415
6922,??????? ,V6,Umm al Jim?l,100-600,IGLS_XXI_5 593; ,,??????? ,575
6924,???????? ,V6,Doura-Europos,250-256,TEAD 9 (1) p. 212 no. 940 I iii 9,,???????? ,134
6925,?????? ,test,Palmyra-Tadmur,51-100,IGLS_XVII.1 73; IGLS_XVII.1 87; IGLS_XVII.1 88,,?????? ,307
6926,??????? ,V6,Al Majdal,485-486,AAES_III_A 170,,??????? ,579
6927,??????? ,V6,?alkhad,185-186,MSM II 44; ,,??????? ,412
6928,???????? ,V6,Emesa,119-120,"IGLS_V 2328, 3",child of ????????,???????? ,425
6929,??????????? ,V6,W?d? Mukattab,imperial,Lepsius_Denkmaeler Abth. VI Bl. 19 no. 134; ,child of ???????,??????????? ,478
6930,????????? ,V6,Birtha,imperial,IGLS_XV_2 477; ,,????????? ,438
6931,?????????? ,test,Petra,466-467,IGLS_XXI_4 64; ,,?????????? ,459
6932,???????? ,V6,Adraa,imperial,"IGLS_XIV_1 72, 3",,???????? ,452
6937,?????? ,V6,Habiba,imperial,IGLS_XV_1 91,child of ??????,?????? ,414
6939,????? ,V6,Saara,70-76,IGLS_XV_2 362; ,,????? ,374
6940,??????? ,V6,Petra,byzantine,"PPetra II 17, 107",,??????? ,625
6941,??????? ,V6,‘Urm?n,imperial,"SEG VII 1175, 1",child of ??????,??????? ,579
6942,????? ,V6,Zoara,473-473,IPalTertia_Ia 223; ,,????? ,474
6943,?????? ,V6,Umm al Jim?l,100-600,IGLS_XXI_5 262; ,child of ????????,?????? ,614
6944,???????? ,V6,Al Gh?riyah,imperial,"SEG VII 1213, 3",,???????? ,666
6945,?????????? ,V6,Arabia,356-356,Lib +Ep. 543,nephew/niece of ??????????,?????????? ,1043
6951,????????? ,V6,Umm al Jim?l,100-600,IGLS_XXI_5 263; ,,????????? ,973
6952,????? ,V6,Adraa,imperial,"IGLS_XIV_1 73, 1",child of ?????????,????? ,417
6953,?????? ,V6,Saltatha-?adad,189-288,"IGLS_V 2694, 3",,?????? ,683
6956,????????? ,V6,Doura-Europos,212-212,PDura 98 iv 2,,????????? ,765
6957,?????? ,V6,Emesa,imperial,"IGLS_V 2408, 3",,?????? ,774
6958,?????? ,V6,Doura-Europos,P2-3A,SEG VII 674a,,?????? ,905
6959,?????? ,V6,Samoulis-Siml?n,imperial,"IGLS_XIV.2 471, 2",child of ??????,?????? ,974
6972,?????? ,V6,Habiba,imperial,IGLS_XV_1 83; ,,?????? ,1174
6973,??????? ,V6,Az Zalaf,imperial,CIS_V 1698; ,,??????? ,805
6986,?????? ,V6,Aerita,96-97,IGLS_XV_2 340; ,child of ????????,?????? ,804
6987,?????? ,V6,?ar??,-,PEQ 43 (1911) p. 57; &PEQ 43 (1911) p. 114,,?????? ,1174
6988,????????? ,V6,Phaine,imperial,IGLS_XV_1 37; ,,????????? ,419
6990,???????? ,V6,Kanatha,imperial,AAES_III 418; ,,???????? ,417
6991,?????? ,V6,"Palmyra-Tadmur,Calceus Herculis-Meninx-El Kantara",imperial,"AEp 1989, no. 902",child of ??????,?????? ,224
6992,???????? ,V6,Mesopotamia,PM5A,PLRE II (-),,???????? ,369
6993,????????? ,V6,"Mariamme,Heliopolis",297-297,DCB (-),,????????? ,569
6994,???????? ,V6,Jerusalem,byzantine,CIIP_I.2 940; ,,???????? ,519
7001,??????? ,V6,Adraa,imperial,"IGLS_XIV_1 75, 1",child of ?????????,??????? ,449
7003,??????? ,V6,Sam? as Sir??n,100-600,IGLS_XXI_5 31; ,child of ?????,??????? ,348
7004,??????? ,V6,Heliopolis,P3-4A,"IGLS_VI 2751, 3; (Hajjar 61)",child of ?????????,??????? ,114
7007,??????????? ,V6,Birtha,imperial,IGLS_XV_2 477; ,,??????????? ,444
7008,?????????? ,V6,Perrhe-Pirin,PF5A,PsZach x 4,,?????????? ,443
7009,???????? ,V6,Pella-Apameia,434-435,"SEG LX 1652, 7; SEG LX 1653, 4",,???????? ,383
7022,??????? ,V6,Kaisareia,byzantine,CIIP_II 1418; ,,??????? ,318
7023,??????? ?????????? ,V6,Abila Lysaniou,59-60,"Waddington_ISyrie 1876, 6; (PEQ 17 (1885) p. 17 fig. 8)",,??????? ?????????? ,1164
7024,??????? ,V6,Abila Lysaniou,190-200,"SEG XLVII 1918, 6",child of ??????,??????? ,378
7029,???????? ,V6,Zahrani--,byzantine,"SEG XL 1795, 1",child of ???????,???????? ,1160
7030,????????? ,V6,Jerusalem,byzantine,CIIP_I.2 1029; ,,????????? ,382
7031,???????? ,V6,"Askalon-,Epidauros",P3A,IG IV (1)<2> 483; ,,???????? ,312
7032,???????? ,V6,Antioch,513-518,BrooksLettersofSeverus 1 p. 115 no. i 35; ,,???????? ,543
7035,????????? ,V6,Hermopolis-Schmun-Al Ashmunin,266-266,"Stud_Pal V 119 recto col. 1, fr. 3rp, 4",,????????? ,379
7036,???????? ,V6,Hermopolis-Schmun-Al Ashmunin,266-266,"Stud_Pal V 119 recto col. 2, fr. 2, 14",,???????? ,309
7038,???????? ,Other,Delos,P1B,EAD 133; ,spouse of ????????,???????? ,321
7039,???????? ,V6,Emesa,575-600,IGLS_V 2479 a; (SEG LI 1969),,???????? ,124
7040,????????? ,V6,Nessana--,P6-7A,"PNess 90, 60, 72, 87, 90",,????????? ,393
7049,???????? ,V6,Syria,P4_5A,SEG LV 1698 with comm.,,???????? ,323
7053,???????? ,V6,Antioch,P3_2B,Macc 12. 2,,???????? ,389
7057,??????? ,V6,"Sidon,Tomis",P2A,ISM II 290,,??????? ,319
7058,???????? ,V6,Samaria-Sebaste-Samirah,451-451,JohnRufus_Pler 72,,???????? ,969
7059,????????? ,V6,Syria,imperial,IMnBeyrouth 379; ,,????????? ,367
7060,????????? ,V6,Diokleion M.,325-325,IGLS_IV 1412,child of ?????????,????????? ,354
7061,???????? ,V6,Adraa,imperial,IGLS_XIII_2 9749; ,child of ??????,???????? ,417
7062,??????? ,V6,Nessana--,byzantine,"Nessana I p. 176 no. 101, 1",child of ?????????,??????? ,429
7063,??????? ,V6,Nahariya--,415-415,"SEG XXXVII 1516, 12; ; (CBCMPIPT 258)",,??????? ,1159
7064,????? ,V6,Khirbet et-T?n,byzantine,IGLS_V 2615,,????? ,318
7065,???????? ,V6,Khirbat Ya‘m?n,500-500,SEG LVII 1874; &SEG LX 1752; (SEG LXI 1491),,???????? ,397
7066,?????? ,V6,Kome Seron,618-618,"SEG LI 2062, 8",,?????? ,199
7067,??????? ,V6,Syria,imperial,Syria 92 (2015) p. 306 no. 9; ,,??????? ,207
7068,?????????? ,V6,"Emesa,Intercisa-Dunaújváros",PF3A,RIU 1161; (Lörincz 355),child of ??????,?????????? ,270
7070,???????? ,V6,"Kanatha,Thasos",imperial,IG XII (8) 528,,???????? ,469
7087,???????? ?????? ,V6,Adraa,274-275,"IGLS_XIV_1 19, 7",child of ??????,???????? ?????? ,1573
7122,???????? ???????? ,V6,Adraa,imperial,IGLS_XIV_1 77,,???????? ???????? ,1225
7197,???????? ?????? ,V6,Gadara,P2-3A,SEG LII 1635,,???????? ?????? ,1809
7202,????????? ,V6,Androna-Andarna,430-430,SEG LI 1947,,????????? ,808
7216,???????? ,V6,Pella-Apameia,byzantine,"SEG LX 1656, 5",,???????? ,738
7219,???????? ,V6,Gerasa,105-114,"IGerasa 192, 1; ",child of ???????,???????? ,536
7220,????? ,V6,Marisa,P3-2B,SEG XLII 1454,,????? ,958
7221,??????? ,V6,Petra,PS5A,RE (-); PLRE II (3); DPhA G 16,,??????? ,688
